#	CAMINHO NO XML	CAMPO	REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO  SISTEMA NACIONAL NFS-e						NÍVEL DA REGRA	EMISSORES PÚBLICOS NACIONAIS NFS-e (SEFIN, WEB, APP)		ADN NFS-e		OBSERVAÇÕES DE NEGÓCIO
			Nível 1 - Regras de negócio para consistência do Leiaute NFS-e  Nível 2 - Regras de Negócio gerais para todos os municípios aderentes ao SN NFS-e  Nível 3 - Regras de Negócio específicas conforme legislação municipal do município parametrizada no SN NFS-e 							RNs EXECUTADAS NA RECEPÇÃO DE DPS EVIADAS PELOS EMITENTES (V), RNs EXECUTADAS NA GERAÇÃO DAS INFORMAÇÕES DE NFS-e PELOS EMISSORES PÚBLICOS NACIONAIS (V) E RNs NÃO EXECUTADAS (X)	NFS-e EMITIDA SOB CONDIÇÕES DE  DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) RNs EXECUTADAS NA GERAÇÃO DE NFS-e PELOS EMISSORES PÚBLICOS NACIONAIS (SEFIN, WEB, APP) RNs EXECUTADAS (V) RNs NÃO EXECUTADAS (X)	RNs EXECUTADAS  NA RECEPÇÃO DE NFS-e COMPARTILHADAS  PELOS MUNICÍPIOS COM O  ADN NFS-e (V)  E RNs NÃO EXECUTADAS (X)	NFS-e EMITIDAS SOB CONDIÇÕES DE DECISÃO JUDICIAL OU ADMINISTRATIVA (cStat = 102) RNs EXECUTADAS  NA RECEPÇÃO DE NFS-e COMPARTILHADAS  PELOS MUNICÍPIOS COM O  ADN NFS-e (V) E RNs NÃO EXECUTADAS (X)	
423			Não é permitido informar alíquota quando o serviço prestado for imune, exportação de serviço ou não incidência do ISSQN sobre o serviço prestado, ou seja, o campo referente à tributação do ISSQN (tribISSQN) é igual a "2 - Imunidade, "3 - Exportação de Serviço" ou "4 - Não Incidência", (tribISSQN = 2, 3 ou 4).		Obrig.	Rej.	E0602	Não é permitido informar alíquota quando o campo referente à tributação do ISSQN indicar imunidade, exportação ou não incidência.	2	V	X	V	X	-
424			Não é permitido informar alíquota quando o prestador de serviço tiver um regime especial de tributação, ou seja, o campo que indica o regime especial de tributação é diferente de 0, (regEspTrib = 1, 2, 3, 4, 5 ou 6).		Obrig.	Rej.	E0604	Não é permitido informar alíquota quando o prestador de serviço possui algum regime especial de tributação.	2	V	X	V	X	-
425			Não é permitido informar alíquota quando estiver indicado na DPS que a tributação do ISSQN está com sua exigibilidade suspensa, seja administrativamente ou judicialmente, ou seja, o campo que indica a suspensão da exigibilidade está informado na DPS (tpSUSP = 1 ou 2).		Obrig.	Rej.	E0606	Não é permitido informar a alíquota quando a exigibilidade da tributação do ISSQN estiver suspensa por decisão judicial ou administrativa.	2	V	X	V	X	-
426			Não é permitido informar alíquota quando o benefício municipal for informado na DPS for do tipo "Isenção" ou "Alíquota Diferenciada".		Obrig.	Rej.	E0612	Não é permitido informar alíquota quando o benefício municipal informado na DPS for do tipo "Isenção" ou "Alíquota Diferenciada".	3	V	X	X	X	-
427			Não é permitido o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) o prestador de serviço seja não optante do Simples Nacional (opSimpNac = 1)  na data de competência informada na DPS, e 2) o convênio do município de incidência do ISSQN está ativo na data de competência informada na DPS;		Obrig.	Rej.	E0617	Não é permitido informar alíquota quando o prestador de serviço não é optante do simples nacional (opSimpNac = 1) na data de competência informada na DPS, com o município de incidência do ISSQN com situação "ATIVO" no Sistema Nacional NFS-e.	3	V	X	X	X	-
428			É obrigatório o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) o prestador de serviço seja não optante do Simples Nacional (opSimpNac = 1)  na data de competência informada na DPS, e 2) o convênio do município de incidência do ISSQN não está "Ativo" na data de competência informada na DPS, e 3) nenhum regime especial de tributação para o prestador de serviço (regEspTrib = 0);		Obrig.	Rej.	E0619	É obrigatório informar alíquota quando o prestador de serviço não é optante do simples nacional (opSimpNac = 1) na data de competência informada na DPS, o município de incidência do ISSQN não está com situação "ATIVO" no Sistema Nacional NFS-e e não haja algum regime especial de tributaçao para o prestador.	3	V	X	X	X	-
429			É obrigatorio o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) O prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência de emissão da DPS e;  2) a apuração do ISSQN seja pelo SN (regApTribSN = 1) e; 3) o convênio do município de incidência do ISSQN está "Ativo" na data de competência informada na DPS,  4) não haja benefício municipal ou, se houver, seja diferente de "Isenção" e "Alíquota diferenciada", e 5) haja retenção do ISSQN (tpRetISSQN = 2 ou 3);  Obs: neste cenário, o percentual da alíquota mínima informada permitida é 1,8%.		Obrig.	Rej.	E0621	É obrigatório informar alíquota quando há indicação de retenção do ISSQN (tpRetISSQN = 2 ou 3) para o prestador de serviço ME/EPP (opSimpNac = 3) na data de competência informada na DPS, com apuração do ISSQN pelo simples nacional (regApTribISSQN = 1), sem benefício municipal ou, se houver, seja diferente de isenção ou alíquota diferenciada, cujo município de incidência esteja Ativo no Sistema Nacional NFS-e. Obs: neste cenário, o percentual da alíquota mínima informada permitida é 1,8%.	3	V	X	X	X	-
430			Não é permitido o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) O prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência de emissão da DPS e;  2) a apuração do ISSQN seja pelo SN (regApTribSN = 1) e; 3) o convênio do município de incidência do ISSQN está "Ativo" na data de competência informada na DPS,  4) não haja benefício municipal ou, se houver, seja diferente de "Isenção" e "Alíquota diferenciada", e 5) não haja retenção do ISSQN (tpRetISSQN = 1);		Obrig.	Rej.	E0625	Não é permitido informar alíquota quando não há indicação de retenção do ISSQN (tpRetISSQN = 1) para o prestador de serviço ME/EPP (opSimpNac = 3) na data de competência informada na DPS, com apuração do ISSQN pelo simples nacional (regApTribISSQN = 1), sem benefício municipal ou, se houver, seja diferente de isenção ou alíquota diferenciada, cujo município de incidência esteja Ativo no Sistema Nacional NFS-e.	3	V	X	X	X	-
431			É obrigatório o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) O prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência de emissão da DPS e;  2) a apuração do ISSQN seja pelo SN (regApTribSN = 1) e; 3) o convênio do município de incidência do ISSQN não está "Ativo" na data de competência informada na DPS, e 4) haja retenção do ISSQN (tpRetISSQN = 2 ou 3);  Obs: neste cenário, o percentual da alíquota mínima informada permitida é 1,8%.		Obrig.	Rej.	E0628	É obrigatório informar alíquota quando o município de incidência do ISSQN não está Ativo no Sistema Nacional NFS-e, para o prestador de serviço ME/EPP (opSimpNac = 3) na data de competência informada na DPS, com apuração do ISSQN pelo simples nacional (regApTribISSQN = 1), com retenção do ISSQN (tpRetISSQN = 2 ou 3). Obs: neste cenário, o percentual da alíquota mínima informada permitida é 1,8%.	3	V	X	X	X	-
432			Não é permitido o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) O prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência de emissão da DPS e;  2) a apuração do ISSQN seja pelo SN (regApTribSN = 1) e; 3) o convênio do município de incidência do ISSQN não está "Ativo" na data de competência informada na DPS, e 4) não haja retenção do ISSQN (tpRetISSQN = 1);		Obrig.	Rej.	E0631	Não é permitido informar alíquota quando o município de incidência do ISSQN não está Ativo no Sistema Nacional NFS-e, para o prestador de serviço ME/EPP (opSimpNac = 3) na data de competência informada na DPS, com apuração do ISSQN pelo simples nacional (regApTribISSQN = 1) sem retenção do ISSQN (tpRetISSQN = 1).	3	V	X	X	X	-
433			Não é permitido o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) o prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência informada na DPS, e 2) a apuração do ISSQN fora do Simples Nacional, ou seja, pela alíquota do município  para o serviço prestado (regApTribSN = 2 ou 3) e; 3) o convênio do município de incidência do ISSQN está ativo na data de competência informada na DPS;		Obrig.	Rej.	E0635	Não é permitido informar alíquota quando o convênio do município de incidência do ISSQN está ativo na data de competência informada na DPS, para o prestador de serviço ME/EPP (opSimpNac = 3) com a apuração do ISSQN fora do Simples Nacional, ou seja, pela alíquota do município para o serviço prestado (regApTribSN = 2 ou 3).	3	V	X	X	X	-
434			É obrigatorio o preenchimento do campo pAliq quando ocorrer as condições abaixo simultaneamente:  1) O prestador de serviço seja optante do Simples Nacional ME/EPP (opSimpNac = 3)  na data de competência de emissão da DPS e;  2) a apuração do ISSQN fora do Simples Nacional, ou seja, pela alíquota do município  para o serviço prestado (regApTribSN = 2 ou 3) e; 3) o convênio do município de incidência do ISSQN não está "Ativo" na data de competência informada na DPS.		Obrig.	Rej.	E0640	É obrigatório informar alíquota quando o prestador de serviço ME/EPP (opSimpNac = 3) na data de competência informada na DPS, com apuração do ISSQN fora do Simples Nacional (regApTribISSQN = 2 ou 3), ou seja, pela alíquota do município para o serviço prestado, cujo município de incidência não esteja "Ativo" no Sistema Nacional NFS-e.	3	V	X	X	X	-
435	NFSe/infNFSe/DPS/infDPS/valores/trib/	tribFed	Não é permitido o preenchimento das informações relativas aos tributos federais quando o emitente da DPS for identificado por uma pessoa física (CPF).		Obrig.	Obrig.	E0675	Não é permitido a prestação de informações relativas aos tributos federais quando o emitente da DPS for identificado por um pessoa física (CPF).	1	V	X	V	X	-
436			Não é permitido o preenchimento das informações relativas aos tributos federais quando o emitente for identificado como MEI na data de competência informada na DPS.		Obrig.	Obrig.	E0676	Não é permitido o preenchimento das informações relativas aos tributos federais quando o emitente for identificado como MEI na data de competência informada na DPS.	1	V	X	X	X	-
437	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/	pisconfins	-		-	-		-	-	-	-	-	-	-
438	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	CST	-		-	-		-	-	-	-	-	-	-
439	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	vBCPisCofins	O valor da BC para Pis/Cofins deve ser menor ou igual ao valor do serviço informado na DPS.		Obrig.	Obrig.	E0677	O valor da BC para Pis/Cofins deve ser menor ou igual ao valor do serviço informado na DPS.	1	V	X	V	X	-
440			Se CST for diferente de "0 - Nenhum", "8 - Operação sem Incidência da Contribuição", "9 - Operação com Suspensão da Contribuição", o valor BC do Pis/Cofins deve ser informado.		Obrig.	Rej.	E0678	O valor BC do Pis/Cofins deve ser informado quando o CST for diferente de 0, 8 ou 9.	1	V	X	V	X	-
441			Se CST for diferente de "0 - Nenhum", "8 - Operação sem Incidência da Contribuição", "9 - Operação com Suspensão da Contribuição", o valor BC do Pis/Cofins deve ser maior que zero e menor que o valor do serviço informado na DPS.		Obrig.	Rej.	E0680	O valor BC do Pis/Cofins informado deve ser maior que zero e menor que o valor do serviço informado na DPS.	1	V	X	V	X	-
442			Se CST for igual a "0 - Nenhum", "8 - Operação sem Incidência da Contribuição", "9 - Operação com Suspensão da Contribuição", o valor BC do Pis/Cofins não pode ser informado.		Obrig.	Rej.	E0682	O valor BC do Pis/Cofins não pode ser informado quando o valor de CST for igual a 0, 8 ou 9.	1	V	X	V	X	-
443	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	pAliqPis	Se o valor da base de cálculo do Pis/Cofins (vBCPisCofins) for informado, então a alíquota do Pis deve ser informada.		Obrig.	Rej.	E0684	A alíquota do Pis deve ser informada quando a base de cálculo deste imposto for informada.	1	V	X	V	X	-
444			Se a alíquota do Pis (pAliqPis) for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.		Obrig.	Rej.	E0686	A alíquota do Pis deve ser igual ou maior que 0 e menor ou igual a 100%.	1	V	X	V	X	-
445			Se CST for "4 - Operação Tributável monofásica - Revenda a Alíquota Zero" ou "6 - Operação Tributável a Alíquota Zero", o valor das alíquotas para Pis e Cofins devem ser preenchidas com zero (0,00%).		Obrig.	Rej.	E0688	Para os CST for "4 - Operação Tributável monofásica - Revenda a Alíquota Zero" ou "6 - Operação Tributável a Alíquota Zero", o valor das alíquotas para Pis e Cofins devem ser preenchidas com zero (0,00%).	1	V	X	V	X	-
446	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	pAliqCofins								V	-	V	-	-
447			Se o valor da base de cálculo do Pis/Cofins (vBCPisCofins) for informado, então a alíquota do Cofins deve ser informada.		Obrig.	Rej.	E0690	A alíquota do Cofins deve ser informada quando a base de cálculo deste imposto for informada.	1	V	X	V	X	-
448			Se a alíquota do Cofins (pAliqCofins) for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.		Obrig.	Rej.	E0692	A alíquota do Cofins deve ser igual ou maior que 0 e menor ou igual a 100%.	1	V	X	V	X	-
449	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	vPis	Se o valor da alíquota do Pis (pAliqPis) for informado, então o valor do Pis informado na DPS deve ser igual ao valor da base de cálculo do Pis/Cofins x alíquota do Pis, que foram informados na DPS.		Obrig.	Rej.	E0694	O valor do Pis informado não corresponde ao resultado da BC Pis/Cofins x Alíquota Pis, que foram informados na DPS.	1	V	X	V	X	-
450	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	vCofins	Se o valor da alíquota do Cofins (pAliqCofins) for informado, então o valor Cofins informado na DPS deve ser igual ao valor da base de cálculo do Pis/Cofins x alíquota do Cofins , que foram informados na DPS.		Obrig.	Rej.	E0696	O valor do Cofins informado não corresponde ao resultado da BC Pis/Cofins x Alíquota Cofins, que foram informados na DPS.	1	V	X	V	X	-
451	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/piscofins/	 tpRetPisCofins	Se CST for diferende de "0 - Nenhum", "8 - Operação sem Incidência da Contribuição", "9 - Operação com Suspensão da Contribuição", o tipo de retenção para Pis/Cofins deve ser informado.		Obrig.	Rej.	E0698	Se CST informado for diferente de 0, 8 ou 9, o tipo de retenção para Pis/Cofins deve ser informado.	1	V	X	V	X	-
452	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/	vRetCP	Se o valor do tributo CP for informado, então deve ser maior que zero e menor que o valor do serviço informado na DPS.		Obrig.	Rej.	E0699	O valor do tributo CP deve ser maior que zero e menor que o valor do serviço informado na DPS.	1	V	X	V	X	-
453	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/	vRetIRRF	Se o valor do tributo IRRF for informado, então deve ser maior que zero e menor que o valor do serviço informado na DPS.		Obrig.	Rej.	E0700	O valor do tributo IRRF deve ser maior que zero e menor que o valor do serviço informado na DPS.	1	V	X	V	X	-
454	NFSe/infNFSe/DPS/infDPS/valores/trib/tribFed/	vRetCSLL	Se o valor do tributo CSLL for informado, então deve ser maior que zero e menor que o valor do serviço informado na DPS.		Obrig.	Rej.	E0701	O valor do tributo CSLL deve ser maior que zero e menor que o valor do serviço informado na DPS.	1	V	X	V	X	-
455	NFSe/infNFSe/DPS/infDPS/valores/trib/	totTrib	-		-	-	-	-	-	-	-	-	-	-
456	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib	vTotTrib	-		-	-	-	-	-	-	-	-	-	-
457	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/vTotTrib	vTotTribFed	Se valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.		Obrig.	Rej.	E0702	Se o valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.	1	V	X	V	X	-
458	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/vTotTrib	vTotTribEst	Se valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.		Obrig.	Rej.	E0703	Se o valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.	1	V	X	V	X	-
459	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/vTotTrib	vTotTribMun	Se valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.		Obrig.	Rej.	E0704	Se o valor for informado, então deve ser igual ou maior que 0 e menor ou igual o valor do serviço.	1	V	X	V	X	-
460	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib	pTotTrib	-		-	-	-	-	-	-	-	-	-	-
461	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib	pTotTribFed	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.		Obrig.	Rej.	E0706	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.	1	V	X	V	X	-
462	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib	pTotTribEst	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.		Obrig.	Rej.	E0707	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.	1	V	X	V	X	-
463	NFSe/infNFSe/DPS/infDPS/valores/trib/totalTrib/pTotTrib	pTotTribMun	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.		Obrig.	Rej.	E0708	Se a alíquota for informada, então deve ser igual ou maior que 0 e menor ou igual a 100%.	1	V	X	V	X	-
464	NFSe/infNFSe/DPS/infDPS/valores/trib/totTrib/	indTotTrib	Se a situação do emitente da DPS perante o Simples Nacional na data de competência informada for MEI, somente um dos 3 grupos abaixo poderá ser informado.  vTotTrib ou pTotTrib ou indTotTrib.		Obrig.	Rej.	E0710	Para MEI somente um dos 3 poderá ser informado:  grupo vTotTrib ou pTotTrib ou indTotTrib;	1	V	X	X	X	-
465	NFSe/infNFSe/DPS/infDPS/valores/trib/totTrib/	pTotTribSN	Se a situação do emitente da DPS perante o Simples Nacional na data de competência informada for ME/EPP, somente um dos 3 grupos abaixo poderá ser informado:  vTotTrib ou pTotTrib ou pTotTribSN.		Obrig.	Rej.	E0712	Para ME/EPP somente um dos 3 poderá ser informado:  grupo vTotTrib ou pTotTrib ou pTotTribSN;	1	V	X	V	X	-
466	NFSe/infNFSe/DPS/	Signature	A assinatura da DPS deve ser válida.		Obrig.	Rej.	E0714	Arquivo enviado com erro na assinatura.	1	V	X	X	X	-
467			Certificado Digital da assintura inválido:  - Validade do Certificado (data início e data fim); - Verifica a Cadeia de Certificação; - Certificado do Transmissor revogado; - LCR indisponível ou inválida.		Obrig.	Rej.	E0715	Certificado Digital da assinatura inválido.	1	V	X	X	X	-
468			Certificado Digital da assinatura fora do padrão estabelecido pelo projeto NFS-e:  - Versão diferente de 3; - Se informado, Basic Constraint deve ser true (não pode ser Certificado de AC); - KeyUsage não define 'Assinatura Digital' e 'Não Recusa'; - Falta a extensão de CNPJ (OtherName - OID=2.16.76.1.3.3) ou CPF (OtherName - OID=2.16.76.1.3.1); - Certificado Raiz difere da 'ICP-Brasil'.		Obrig.	Rej.	E0716	Certificado Digital fora do padrão estabelecido.	1	V	X	X	X	-
469			É obrigatória a existência da assinatura da DPS quando for enviado para Web Service. 		Obrig.	Rej.	E0717	A assinatura é obrigatória quando for enviado para o Web Service.	1	V	X	X	X	-
470			A assinatura deve ser feita com o certificado digital do emitente da DPS.		Obrig.	Rej.	E0718	A assinatura deve ser feita com o certificado digital do emitente da DPS. 	1	V	X	X	X	-
471	NFSe/	Signature	A assinatura da NFS-e deve ser válida.		Obrig.	Rej.	E1630	Arquivo enviado com erro na assinatura.	1	V	V	V	V	-
472			Certificado Digital da assintura inválido:  - Validade do Certificado (data início e data fim); - Verifica a Cadeia de Certificação; - Certificado do Transmissor revogado; - LCR indisponível ou inválida.		Obrig.	Rej.	E1632	Certificado Digital da assinatura inválido.	1	V	V	V	V	-
473			Certificado Digital da assinatura fora do padrão estabelecido pelo Sistema Nacional NFS-e:  - Versão diferente de 3; - Se informado, Basic Constraint deve ser true (não pode ser Certificado de AC); - KeyUsage não define 'Assinatura Digital' e 'Não Recusa'; - Falta a extensão de CNPJ (OtherName - OID=2.16.76.1.3.3) ou CPF (OtherName - OID=2.16.76.1.3.1); - Certificado Raiz difere da 'ICP-Brasil'.		Obrig.	Rej.	E1634	Certificado Digital fora do padrão estabelecido.	1	V	V	V	V	-
474			É obrigatória a existência da assinatura da NFS-e quando for enviado para API.		Obrig.	Rej.	E1636	A assinatura é obrigatória quando for enviado paraa API.	1	V	V	V	V	-
475			A assinatura deve ser feita com o certificado digital do município emissor da NFS-e.		Obrig.	Rej.	E1638	A assinatura deve ser feita com o certificado digital do municiípio emissor da NFS-e.	1	X	X	V	V	-
